Serial No.,DeviceId,StartTime,spd_bn,po_name,po_code,Newpo_code,spd_res_name,spd_vill,vill_tow_name,near_place,po_pri_nu,spd_emu_info,enu_name,enu_code,sup_name,sup_code,gp_inf_cons,disp_info_cons,now_name,gp_start,gp_part1,q1,q2,q3,q4,q5,q6,gp_part1_ter1,gp_part2,q9,q9_1,q10,q11,q12,q12_1,q12_oth,q13,gp_part3,q14,q15,q16,spd_q17,q17,q17_1,q17_2,q17_3,q17_4,q17_5,q17_6,q17_7,q17_8,gp_part4,q18,q18_oth,q19,q20,q20_oth,q21,q22,q23,spd_24,q24,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q25,q26,gp_part5,q27,q28,q29,q30,q31,q32,gp_part6,q33,q34,q35,q36,gp_part7,q37,q37_oth,q38,q39,q39_oth,q40,q40_oth,q41,q42,q43,gp_part8,p8,flr1,flr2,flr3,gp_part9,q44,q44_oth,q45,q45_oth,q46,q46_oth,q47,spd_q48,q48_disp,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q48_7,q48_8,q48_9,q48_10,q48_11,q48_12,q48_13,q48_14,q48_15,q48_16,q48_17,q48_18,q48_19,q48_20,q48_21,q48_22,q48_23,q48_24,gp_part9a,part9a_q51,part9a_q52,part9a_q53,gp_part9b,part9b_q51,part9b_q52,part9b_q53,resut,KEY,PARENT_KEY,KEY-data
46,8.69E+14,2019-04-19T10:15:23.655+05:30,,Govt Madhya school ,12,12,,,Kharkhura bhatbigha,Dr sunil cap.,1,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,24,24,1,1,59,59,,12,,3,1,2,,,3,2,3,3,3,1,2,3,,1,,2,8 12,,1,1,2,,,1,2,2,1,2,1,2,2,,2,1,5,2,2,3,,2,2,2,2,,1,,1,1,,1,,4,2,2,,1,,,,,1,,2,,1,,2,,,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,,2,2,2,,,,,1,data[46],,
47,8.69E+14,2019-04-19T10:40:57.051+05:30,,Gorv. Madhya  school,12,12,,,Kharkhura bhatbigha ,Bsnl tower,2,,Rajesh Kumar 1,11,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,24,24,1,1,59,59,,12,,1,1,2,,,2,3,3,2,2,1,2,3,,1 4,,2,8 11,,2,2,1,,,2,2,2,1,2,1,2,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,1,2,,2,,,,,1,,1,,1,,3,,,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,,,,,,3,2,1,1,data[47],,
48,8.69E+14,2019-04-19T11:30:21.441+05:30,,Govt Madhya school,12,12,,,Kharkhura bhatbigha,Bsnl tawer,3,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,3,1,1,,,2,3,3,3,1,1,3,2,,2,,2,9,,1,2,2,,,1,2,2,1,2,1,1,2,,1,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,4,2,2,,3,,,,,1,,24,,4,,3,,,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,,,,,,,,,1,data[48],,
49,8.69E+14,2019-04-19T12:21:58.154+05:30,,Govt Madhya  school,12,12,,,Khar khura that bigha,Road no 5 ,4,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,25,25,1,2,41,41,,12,,4,1,2,,,2,3,3,2,2,1,3,2,,1 2,,2,8 9,,1,1,1,,,2,2,2,1,2,1,3,2,,1,1,5,2,2,3,,1,2,1,2,,4,,3,4,,1,,3,1,1,,1,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,,2,2,2,,,,,1,data[49],,
50,8.69E+14,2019-04-19T12:59:44.623+05:30,,Gorv Madhya school,12,12,,,Kharkhura bhatbigha ,Road no5,4,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,21,21,1,1,60,60,,12,,3,1,2,,,2,3,3,2,3,1,3,2,,1,,2,5,,1,1,1,,,2,2,2,1,2,1,1,2,,1,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,2,2,2,,1,,,,,1,,10,,4,,1,,,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,1,1,2,,,,,1,data[50],,
51,8.69E+14,2019-04-19T13:48:32.424+05:30,,Govt Madhya school,12,12,,,Kharkhura bhatbigha ,Near road 5 ,6,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,35,35,1,2,33,33,,5,,3,1,2,,,2,2,2,3,3,1,3,2,,1 2,,2,8 9,,2,3,1,,,1,2,3,1,2,1,3,2,,1,1,5,2,2,3,,1,2,2,2,,1,,2,2,,1,,4,1,1,,2,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,,,,,,1,2,2,1,data[51],,
52,8.69E+14,2019-04-19T14:24:19.737+05:30,,Govt Madhya school,12,12,,,Kharkhura bhatbigha ,Near Road 5,7,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,8,,3,1,1,,,2,3,3,2,3,2,3,2,,1,,2,5,,1,3,1,,,1,2,2,1,2,2,2,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,2,,3,2,2,,1,,,,,1,,17,,4,,1,,,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,,2,2,2,,,,,1,data[52],,
53,8.69E+14,2019-04-19T14:56:41.626+05:30,,Grov. Madhya school,12,12,,, Kharkhura bhatbigha,Road 5,8,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,9,,3,1,1,,,3,2,2,3,2,1,3,3,,3,,2,5,,1,3,1,,,2,2,2,1,2,1,3,3,,2,1,5,2,2,4,,2,2,1,2,,3,,1,3,,2,,2,1,1,,2,,,,,1,,8,,4,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,,,,,,1,2,1,1,data[53],,
54,8.69E+14,2019-04-19T15:28:26.958+05:30,,Gorv. Madhya school,12,12,,,Kharkhura bhatbigha, Road 5,9,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,26,26,2,2,27,27,,7,,3,1,2,,,2,2,3,2,3,1,3,2,,1 2,,2,8,,2,3,1,,,2,2,3,1,2,2,3,2,,2,1,98,98,1,98,,2,2,1,2,,1,,1,1,,1,,3,1,1,,3,,,,,1,,24,,4,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,,,,,,,,,1,data[54],,
55,8.69E+14,2019-04-19T11:14:23.566+05:30,,Prathmik vidiyala vijaybighadevasthan,9,9,,,Yamunapalmangali,Nearrammandir,2,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,4,2,2,,,2,1,2,1,2,1,2,1,,2,,2,20,,99,2,1,,,2,98,98,1,2,2,7,4,,2,1,5,2,2,6,,98,98,1,98,,2,,1,3,,2,,1,1,2,,2,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,,,,,,98,98,98,1,data[55],,
56,8.69E+14,2019-04-19T11:45:04.093+05:30,,Prathmik vidiyala Vijay bighadevasthan,9,9,,,Yomuna pahlwan gali,Nearrammandir,3,,Mukesh Kumar,4,Robins,1,,,1,,,1,1,1,1,1,1,,,22,22,1,2,59,59,,12,,4,2,2,,,2,2,3,3,2,1,3,1,,1,,1,1,,2,1,1,,,1,98,2,1,2,1,7,2,,2,1,4,2,2,3,,2,98,2,98,,1,,1,1,,1,,1,1,2,,1,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,,98,1,1,,,,,1,data[56],,
57,8.69E+14,2019-04-19T12:20:38.313+05:30,,Prathmik vidiyala Vijay bigha devasthan,9,9,,,Yomuna pahlwan gali,Nearrammandir,4,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,22,22,1,1,59,59,,12,,5,1,2,,,3,2,2,2,3,1,3,1,,18,,1,9,,2,1,1,,,2,2,2,1,2,1,7,2,,2,1,2,2,2,98,,98,2,98,98,,2,,3,4,,1,,3,2,2,,3,,,,,1,,38,,4,,3,,,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,1,data[57],,
58,8.69E+14,2019-04-19T09:42:47.128+05:30,,Madhy vidyaly kharkura,11,11,,,Delha post gali,Sandip kaparra dukan,1,,Rahul kumar,7,Chandan kumar,10,,,1,,,1,1,2,2,1,2,,,18,18,1,1,19,19,,7,,3,2,2,,,3,3,3,3,3,99,3,3,,2,,2,3,,2,3,1,,,2,2,2,2,1,1,1,2,,2,1,2,2,2,3,,2,2,2,2,,1,,1,1,,1,,3,2,2,,1,,,,,1,,999,Halwi,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,,3,2,1,,,,,1,data[58],,
59,8.69E+14,2019-04-19T12:52:27.888+05:30,,Prathmik vidiyala Vijay bigha devasthan,9,9,,,Yomuna pahlwan gali,Nearrammandir,5,,Mukesh Kumar,4,Robins,1,,,1,,,1,1,1,1,1,1,,,22,22,2,1,59,59,,9,,4,2,2,,,2,2,2,99,2,1,3,1,,1,,2,1,,2,1,1,,,1,98,2,1,2,1,7,2,,2,1,5,2,2,3,,2,98,98,98,,1,,1,1,,1,,3,2,2,,2,,,,,1,,29,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,,,,,,1,2,1,1,data[59],,
60,8.69E+14,2019-04-19T10:43:26.492+05:30,,Madhya vidyaly,11,11,,,Badarki delha ,Shiv mandir me andar,2,,Rahul kumar,7,Chandan kumar,10,,,1,,,1,1,1,1,1,1,,,19,19,2,1,59,59,,12,,6,2,2,,,3,3,3,3,3,99,3,3,,3,,1,3,,2,2,1,,,1,1,2,1,2,2,2,4,,2,1,98,2,2,3,,2,2,2,2,,1,,1,1,,1,,3,2,2,,2,,,,,1,,12,,4,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,,,,,,98,2,1,1,data[60],,
61,8.69E+14,2019-04-19T14:06:21.528+05:30,,Prathmik vidiyala Vijay bigha devasthan,9,9,,,Shivmandir Wali gali,Nearrammandir,6,,Mukesh Kumar,4,Robins,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,4,1,2,,,2,1,2,3,1,1,99,1,,3,,2,1,,2,3,1,,,1,98,98,1,2,1,7,3,,2,1,5,2,3,3,,98,2,98,98,,1,,1,1,,1,,3,2,2,,3,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,,,,,,,,,1,data[61],,
62,8.69E+14,2019-04-19T11:14:51.519+05:30,,Madhy vidyal,11,11,,,Delha post office,Near off mandir bajrangwali mandir,3,,Rahul kumar,7,Chandan kumar,10,,,1,,,1,1,1,1,1,1,,,20,20,1,1,59,59,,9,,6,1,1,,,3,3,3,3,3,99,3,3,,1,,2,5,,2,2,1,,,1,3,3,1,3,1,7,98,,2,1,5,2,2,98,,98,98,1,98,,1,,1,1,,1,,4,2,2,,3,,,,,1,,12,,4,,2,,,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,,,,,,,,,1,data[62],,
63,8.69E+14,2019-04-19T14:41:39.645+05:30,,Prathmik vidiyala Vijay bigha devasthan,9,9,,,Shivmandir Wali Gali,Near rammandir,7,,Mukesh Kumar,4,Robins,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,4,2,2,,,2,1,2,2,2,1,3,1,,1 2,,2,9,,2,1,1,,,1,2,2,1,98,1,7,98,,2,1,5,2,2,2,,98,2,1,2,,2,,2,2,,2,,2,1,1,,1,,,,,1,,999,Kandu,4,,3,,,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,,1,2,1,,,,,1,data[63],,
64,8.69E+14,2019-04-19T11:48:30.226+05:30,,Madhy vidyly khkurra,11,11,,,Delha post office,Bajrang wali mandir me phele,4,,Rahul kumar,7,Chandan kumar,10,,,1,,,1,1,1,1,1,1,,,20,20,1,1,59,59,,11,,6,1,2,,,3,3,3,3,3,99,3,3,,1,,3,2,,2,1,1,,,2,2,3,2,3,1,1,1,,2,1,2,2,2,3,,2,98,98,98,,1,,1,1,,1,,3,2,2,,2,,,,,1,,12,,4,,2,,,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,2,,,,,,98,2,98,1,data[64],,
65,8.69E+14,2019-04-19T15:30:38.728+05:30,,Prathmik vidiyala Vijay bigha devasthan,9,9,,,Shivmandir Wali Gali,Nearrammandir,8,,Mukesh Kumar,4,Robins,1,,,1,,,1,1,1,1,1,1,,,20,20,1,1,38,38,,7,,5,1,2,,,1,1,1,1,1,1,2,1,,1,,2,9,,2,1,1,,,1,98,98,1,98,1,7,4,,2,1,98,98,98,2,,2,2,1,2,,1,,1,1,,1,,3,2,2,,1,,,,,1,,38,,4,,3,,,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,,1,2,1,,,,,1,data[65],,
66,8.69E+14,2019-04-19T10:42:14.477+05:30,,P s Vijay bigha Devi sathan right side,8,8,,,Barkidelha dekha dularganj,Devi mandir,2,,Rohit Kumar shastri,8,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,31,31,1,1,59,59,,13,,1,1,1,,,3,3,3,3,3,3,3,3,,4,,4,20,,4,3,4,,,1,98,2,1,3,1,7,4,,2,1,5,2,2,3,,1,98,1,98,,7,,,7,,1,,2,1,1,,3,,,,,1,,12,,4,,3,,,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,,,,,,,,,1,data[66],,
67,8.69E+14,2019-04-19T11:25:07.184+05:30,,P.m.school Vijay bigha data bagh,8,8,,,Badki delha dular gang,Shiv mandir,3,,Rohit Kumar shastri,8,Chandan kumar,2,,,1,,,1,1,2,1,1,1,,,19,19,1,1,59,59,,13,,4,2,2,,,3,2,2,2,2,1,2,1,,1,,2,5,,2,2,3,,,1,3,2,1,3,1,1,4,,2,1,5,2,2,5,,1,2,1,1,,1,,1,1,,1,,4,1,2,,1,,,,,1,,12,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,,1,2,1,,,,,1,data[67],,
68,8.69E+14,2019-04-19T11:43:35.085+05:30,,P.m.school Vijay bigha data bagj,8,8,,,Badki dekha dular gang,Shiv mandir,4,,Rohit Kumar shastri,8,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,21,21,1,1,59,59,,13,,5,1,2,,,3,3,3,3,3,1,3,1,,21,,2,19,R.repubilck,1,1,2,,,1,3,2,1,3,1,7,4,,2,1,5,2,2,3,,1,98,1,1,,1,,1,1,,1,,4,1,2,,2,,,,,1,,999,Baniya,4,,3,,,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,,,,,,1,2,1,1,data[68],,
69,8.69E+14,2019-04-19T12:29:05.015+05:30,,Madhy vidyly khkura,11,11,,,Delha post gali,Bagrng wali me mandir,5,,Rahul kumar,7,Chandan kumar,10,,,1,,,1,1,1,1,1,1,,,22,22,1,2,59,59,,11,,6,1,2,,,2,2,2,2,2,99,2,2,,21,,99,5,,2,1,4,,,1,1,1,1,1,1,1,3,,2,1,4,2,98,3,,98,98,98,98,,1,,1,3,,1,,3,1,1,,2,,,,,1,,12,,4,,2,,,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,,,,,1,98,1,1,data[69],,
70,8.69E+14,2019-04-19T14:01:59.228+05:30,,Pm.school Vijay bigha Devi sathan left bagh,8,8,,,Vijay bigha,Hanuman Mandir/ Devi sathan,5,,Rohit Kumar shastri,8,Chandan kumar,2,,,1,,,1,1,2,1,1,1,,,40,40,1,2,19,19,,13,,3,2,2,,,2,2,2,1,1,1,2,1,,1 3,,2,5 9,,2,2,2,,,2,3,3,3,3,1,7,2,,2,1,5,2,2,3,,2,2,1,2,,1,,2,1,,1,,4,2,2,,3,,,,,1,,10,,4,,3,,,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,,,,,,,,,1,data[70],,
71,8.69E+14,2019-04-19T12:59:40.932+05:30,,Madhy vidyl kurkhure,11,11,,,Delha post office,Gyan ganga school,6,,Rahul kumar,7,Robins kumar,1,,,1,,,1,2,1,1,1,1,,,18,18,1,1,59,59,,9,,4,1,2,,,2,3,3,3,3,99,3,2,,1,,1,20,,98,4,,,,1,2,2,1,2,2,4,2,,2,1,4,2,2,2,,98,98,98,98,,1,,1,1,,1,,4,2,2,,3,,,,,1,,8,,4,,3,,,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,,,,,,,,,1,data[71],,
72,8.69E+14,2019-04-19T14:30:50.134+05:30,,P.m.school Vijay bigha Devi sathan bays bagh,8,8,,,Vijay bigha,Devi sathan,6,,Rohit Kumar shastri,8,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,24,24,1,1,59,59,,13,,4,1,2,,,3,3,3,3,3,1,3,1,,1 3,,2,5 9,,2,2,1,,,1,1,2,1,3,1,2,2,,2,1,5,2,2,3,,1,2,1,2,,1,,2,1,,1,,4,1,2,,1,,,,,1,,3,,1,,3,,,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,,98,2,1,,,,,1,data[72],,
73,8.69E+14,2019-04-19T14:01:54.515+05:30,,Madh vidyal khrkura ,11,11,,,Delha post gali,Bajrng wali mandir ka thora left,7,,Rahul kumar,7,Chandan kumar,10,,,1,,,1,2,1,2,1,2,,,18,18,1,1,59,59,,8,,3,2,2,,,3,3,3,3,3,99,3,3,,21,,99,5,,2,4,,,,2,2,2,2,2,2,4,2,,2,1,2,2,2,98,,98,98,98,98,,1,,2,1,,1,,4,2,2,,2,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,,,,,,98,98,98,1,data[73],,
74,8.69E+14,2019-04-19T15:03:01.181+05:30,,Madh vidyal khkurra,11,11,,,Delltta post office ,Near off mandir,8,,Rahul kumar,7,Chandan kumar,10,,,1,,,1,1,1,1,1,1,,,21,21,1,1,59,59,,9,,5,2,2,,,3,3,3,3,2,1,2,2,,1,,1,2,,2,1,1,,,1,1,1,1,1,1,1,2,,2,1,2,2,2,2,,98,98,98,98,,1,,1,1,,1,,4,2,2,,1,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,,3,2,1,,,,,1,data[74],,
75,8.69E+14,2019-04-19T11:18:15.355+05:30,,Ashokh uchbidiyale kharkura,14,14,,,Khakhura mainroad,Kaniyabidiyale,2,,Pankaj kumar,6,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,21,21,1,1,59,59,,12,,4,1,2,,,3,2,2,2,1,1,3,1,,1 2,,2,20,,98,7,,,,2,3,2,2,3,2,7,2,,2,4,5,2,2,98,,1,2,2,98,,7,,,4,,2,,3,2,2,,1,,,,,1,,10,,3,,3,,,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,,2,2,1,,,,,1,data[75],,
76,8.69E+14,2019-04-19T12:04:54.903+05:30,,Ashokh uchbidiyale kharkura,14,14,,,Kharkhura hanuman chunk,Hanuman chunk,3,,Pankaj Kumar,6,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,23,23,1,1,4,4,,12,,6,1,1,,,3,3,3,3,2,2,3,1,,2 14,,2,3 11,,2,3,1,,,2,2,3,1,2,2,7,3,,2,1,5,2,2,3,,2,98,1,98,,7,,,1,,1,,3,1,1,,3,,,,,1,,10,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,,,,,,,,,1,data[76],,
77,8.69E+14,2019-04-19T13:34:19.180+05:30,,Ashokh uchbidiyale kharkura,14,14,,,Kharkura manroad,Hanuman chunk,5,,Pankaj kumar,6,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,9,,4,1,2,,,2,1,2,2,1,1,2,1,,3,,2,8,,2,3,1,,,2,3,2,2,3,2,3,2,,2,1,5,2,2,98,,1,98,1,98,,1,,2,1,,1,,4,1,1,,2,,,,,1,,17,,4,,3,,,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,2,,,,,,2,1,1,1,data[77],,
78,8.69E+14,2019-04-19T14:26:34.714+05:30,,Ashokh uchbidiyale kharkura,14,14,,,Kharkura,Hanuman chunk,6,,Pankaj kumar,6,Chandan kumar,2,,,1,,,1,1,1,2,1,1,,,22,22,1,1,59,59,,9,,5,2,2,,,3,1,2,2,1,1,3,1,,4,,1,9,,1,1,1,,,2,3,3,2,3,1,3,3,,2,2,1,2,4,98,,98,98,1,98,,1,,1,1,,1,,4,2,2,,3,,,,,1,,10,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,,,,,,,,,1,data[78],,
79,8.69E+14,2019-04-19T15:21:53.054+05:30,,Ashokh uchbidiyale kharkura,14,14,,,Kharkura manroad,Shiv mandir,7,,Pankaj kumar,6,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,24,24,1,1,59,59,,12,,6,1,1,,,3,3,3,3,2,2,3,1,,1 3,,2,8 9,,2,1,1,,,2,1,2,1,2,2,1,2,,2,1,5,2,2,4,,1,2,1,2,,1,,2,1,,1,,4,1,1,,1,,,,,1,,17,,4,,3,,,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,,1,2,1,,,,,1,data[79],,
80,8.69E+14,2019-04-19T10:24:46.069+05:30,,Ashokh uchbidiyale kharkhura,14,14,,,Kharkhura bhaluyahi,Kaniya bidiyale,1,,Pankaj kumar,6,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,8,,4,1,2,,,2,2,3,3,2,1,3,1,,1,,2,5 9,,2,2,1,,,2,3,2,2,3,2,7,4,,2,3,5,2,2,98,,1,2,1,2,,1,,1,1,,1,,3,2,2,,2,,,,,1,,10,,3,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,,,,,,98,98,98,1,data[80],,
81,8.69E+14,2019-04-19T09:52:56.250+05:30,,R L S Y collage,1,1,,,Chhoti delha,RLSY collage,1,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,2,,,21,21,1,1,59,59,,12,,2,1,1,,,3,3,3,3,3,1,3,1,,1,,1,9,,2,1,1,,,1,1,1,1,1,1,2,1,,2,1,5,2,2,3,,98,98,1,1,,1,,1,1,,1,,1,1,2,,1,,,,,1,,18,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,,98,98,98,,,,,1,data[81],,
82,8.69E+14,2019-04-19T10:13:34.818+05:30,,RLSY collage,1,1,,,Mandraj bigha,Dr Vinay Kumar ,2,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,26,26,2,1,59,59,,13,,3,1,1,,,3,3,3,3,3,99,3,1,,3,,1,9,,1,2,2,,,1,1,1,2,1,1,2,1,,2,1,5,2,2,3,,98,98,1,1,,1,,1,1,,1,,4,1,2,,2,,,,,1,,4,,1,,2,,,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,,,,,,98,98,98,1,data[82],,
83,8.69E+14,2019-04-19T10:55:54.974+05:30,,RLSY collage,1,1,,,Mandraj bigha,Railway station,3,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,25,25,1,1,4,4,,12,,3,1,1,,,3,3,3,3,3,1,3,1,,1,,1,9,,1,1,2,,,1,1,1,1,1,1,1,1,,2,1,5,2,2,3,,98,98,98,98,,2,,1,2,,2,,4,1,2,,1,,,,,1,,999,Chaurashiya,3,,3,,,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,,98,98,98,,,,,1,data[83],,
84,8.69E+14,2019-04-19T11:26:46.595+05:30,,RLSY collage,1,1,,,Mandraj bigha,Shankar Dev sthan,4,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,2,1,98,1,2,,,35,35,2,2,63,63,,4,,3,2,2,,,3,3,1,3,1,1,3,1,,4,,1,8,,1,3,1,,,1,2,1,2,2,1,2,2,,2,1,5,2,2,1,,98,98,98,98,,1,,1,1,,1,,4,1,2,,3,,,,,1,,999,Ravani kahar,1,,3,,,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,1,data[84],,
85,8.69E+14,2019-04-19T12:11:03.878+05:30,,RLSY collage,1,1,,,Mandraj bigha,Railway station 9 f k bagal me Baya bhag,5,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,2,,,45,45,1,2,999,999,Rajnitik political ward parisad,12,,2,1,1,,,3,3,3,3,3,1,3,1,,4,,1,4,,1,1,3,,,1,1,1,1,1,1,1,1,,2,1,5,2,2,3,,98,98,1,1,,2,,1,2,,2,,1,1,1,,2,,,,,1,,12,,3,,3,,,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,,,,,,98,98,98,1,data[85],,
86,8.69E+14,2019-04-19T13:21:07.000+05:30,,Parthamik vidalay dhaniya bagicha,3,3,,,Dhaniya bagicha,Shiv Mandir,6,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,12,,3,1,1,,,3,3,3,3,3,1,3,1,,2,,1,9,,1,2,2,,,1,1,1,1,1,1,1,1,,2,1,5,2,2,1,,98,98,98,98,,1,,1,1,,1,,4,1,1,,1,,,,,1,,12,,2,,3,,,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,,98,98,98,,,,,1,data[86],,
87,8.69E+14,2019-04-19T14:08:00.931+05:30,,Parthamik vidalay dhaniya bagicha,3,3,,,DhÌÊniya bagicha,Parthamik vidalay dhaniya bagicha,7,,Vishal Kumar ,10,Chandan Kumar,2,,,1,,,1,2,1,1,1,2,,,45,45,1,2,33,33,,6,,3,2,2,,,1,3,1,3,3,1,3,1,,1,,1,1,,1,2,1,,,1,2,2,3,2,1,2,2,,2,1,5,2,2,1,,98,98,98,98,,2,,1,2,,2,,1,1,2,,3,,,,,1,,17,,2,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,,,,1,data[87],,
